0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,pred_class
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
1.6300325,0.051523842,-1.4810774,-3.640646,0.6885965,1.2024609,-0.8351186,1.7955872,0.70781004,-1.5975286,-0.56285584,1.2326609,-1.9889979,-1.1505463,-1.3363674,1.5742345,126
0.9266091,0.47936845,-2.304856,-2.9534183,0.81524277,0.5541462,-0.94899887,3.5205536,-0.3110826,-1.3848941,-0.91272485,0.4809475,-1.228393,-1.180258,-1.7519572,3.4842904,126
0.9403755,0.46726286,-2.3150816,-2.9629745,0.8126098,0.5631988,-0.93714637,3.5185964,-0.3099469,-1.3962675,-0.9132274,0.47991163,-1.2392564,-1.1688173,-1.758003,3.471239,126
0.92744964,0.47345614,-2.3094883,-2.9549732,0.8178073,0.54793423,-0.9501863,3.5218947,-0.3109284,-1.3892348,-0.9157711,0.48514128,-1.2341712,-1.1787701,-1.7494597,3.486616,126
0.94710916,0.4463721,-2.330406,-2.9679432,0.8210741,0.5412151,-0.9406264,3.5224078,-0.30939925,-1.4088194,-0.92302483,0.49468267,-1.2598255,-1.1625981,-1.748333,3.4767776,126
0.9281438,0.4757077,-2.307885,-2.9549646,0.8162459,0.551554,-0.9486572,3.5208502,-0.31082523,-1.387763,-0.91421366,0.48310262,-1.2317982,-1.1787846,-1.7509928,3.4841378,126
0.94150406,0.44910738,-2.32826,-2.9646316,0.8223442,0.5394186,-0.94426095,3.5245638,-0.31050134,-1.4066484,-0.9232527,0.493599,-1.2573594,-1.1653862,-1.7479768,3.4832523,126
1.0459927,0.35253063,-2.395371,-3.0598636,0.76419616,0.69225717,-0.7990613,3.5330176,-0.30589747,-1.4939489,-0.9222564,0.47414207,-1.3114737,-1.0866917,-1.8053493,3.3374186,126
0.9395911,0.45128858,-2.3243775,-2.9628801,0.8208519,0.54444945,-0.94355685,3.5230205,-0.31089926,-1.4047794,-0.9215066,0.49092513,-1.2548004,-1.1650774,-1.750119,3.4809675,126
0.94283,0.4640315,-2.3175416,-2.9647365,0.8125844,0.5635999,-0.9352299,3.5182617,-0.3096938,-1.3988357,-0.9138097,0.48056346,-1.2419447,-1.166528,-1.758496,3.4690542,126
0.9448958,0.46849442,-2.3149412,-2.965702,0.809137,0.5708094,-0.93168265,3.5161674,-0.30913162,-1.3963854,-0.9109681,0.47693253,-1.237265,-1.166743,-1.7613468,3.463426,126
0.94500583,0.46414927,-2.3178236,-2.9661307,0.8110827,0.5671403,-0.93257815,3.5172539,-0.3093524,-1.3992789,-0.9128793,0.47920173,-1.2414187,-1.1653011,-1.7601638,3.4655128,126
0.9266891,0.47427043,-2.3088117,-2.9544358,0.8177618,0.54848015,-0.9505419,3.5222006,-0.3111322,-1.3886436,-0.9155264,0.4844914,-1.2335262,-1.1791866,-1.7497947,3.487415,126
0.93996996,0.44818193,-2.3280683,-2.9634895,0.8227602,0.5402354,-0.94459605,3.5255103,-0.3113085,-1.4069302,-0.9233952,0.49247646,-1.2579238,-1.1646283,-1.7489576,3.484961,126
0.94835347,0.4631253,-2.3202522,-2.968781,0.8106259,0.5659206,-0.93090725,3.5165787,-0.30834943,-1.400713,-0.9132459,0.48097634,-1.2422458,-1.1649916,-1.759207,3.462831,126
0.94031924,0.4449673,-2.329177,-2.9633355,0.8236909,0.5388854,-0.94491327,3.5261626,-0.31173855,-1.4083561,-0.9244558,0.4934299,-1.2609375,-1.1629903,-1.7485371,3.4856548,126
0.94651467,0.46905488,-2.3153858,-2.9669108,0.80839455,0.5712733,-0.9306167,3.5156562,-0.30862343,-1.396411,-0.9106682,0.47717577,-1.2366971,-1.1669228,-1.7612433,3.4616404,126
